Transaction_ID,Customer_ID,Order_Date,Delivery_Date,Customer_Name,Email,Shipping_Address,Product_Category,SKU,Quantity,Unit_Price,Total_Amount,Payment_Method,Discount_Applied,Order_Status
0d16c419-ee4e-4c84-85ef-a3bf96d42ecf,CUST-880855,2025-09-12 11:25:00,,Dawn Mckinney,martin92@example.com,"8439 Castro Track Suite 239, Sheltonfort, WY 52145",Home & Garden,SKU-HVC-8510,8,125.52,1004.16,PayPal,False,Pending
5a77f423-8d2a-4d67-af56-f959a8c3091e,CUST-262285,2026-02-14 11:21:07,2026-02-28 11:21:07,Sherri Wright,michael92@example.com,"3282 Collins Lights, Port Josephton, NV 61305",Electronics,SKU-JHO-0755,10,202.25,2022.5,PayPal,True,Shipped
619969dd-bf17-4b28-a9e6-3e0af2532547,CUST-233990,2025-04-18 17:43:47,,Mark Bennett,tmartin@example.org,"2851 Kyle Stream Suite 910, North Markhaven, VI 03885",Beauty,SKU-GSD-5520,5,363.4,1817.0,Debit Card,False,Cancelled
09e84ae4-47b0-43dc-821a-296c417f7dba,CUST-525785,2025-07-25 05:42:48,,Joy Sharp,irobinson@example.org,"PSC 9544, Box 9559, APO AA 64085",Home & Garden,SKU-QAA-0821,1,450.89,450.89,Apple Pay,False,Processing
42642e07-d01d-4387-b931-00a0c6f3fab0,CUST-642479,2025-12-18 06:48:22,,Samantha Collins,millerwilliam@example.com,"98749 Isaac Lodge Suite 465, Port Christine, CT 06736",Books,SKU-WGW-0004,5,320.06,1600.3,PayPal,False,Pending
49470bca-34ed-44d2-9691-4b35741c9433,CUST-433640,2025-10-25 09:55:04,,Monica Brown,colleen17@example.com,"429 Freeman Village Suite 059, Devinfurt, CT 32715",Beauty,SKU-OJU-9222,5,188.09,940.45,PayPal,False,Processing
93b8af94-9e3b-4c4a-89dc-e94d8cd5f94f,CUST-573216,2026-01-30 02:24:41,2026-02-12 02:24:41,Stephanie Johnston,mruiz@example.org,"46532 Hunt Drives Suite 512, North Ronaldchester, IA 40007",Toys,SKU-JZP-6979,10,487.0,4870.0,Debit Card,False,Delivered
1df8f999-ffb1-450b-9057-8de641cc87e0,CUST-778599,2025-04-02 22:43:27,,Sabrina Terry,amber30@example.org,"USNS Manning, FPO AE 82825",Sports,SKU-IEH-5162,1,50.37,50.37,Credit Card,False,Processing
014e9266-14b0-4b37-965f-7a3339b3decf,CUST-233622,2025-09-29 11:46:46,2025-10-03 11:46:46,Adam Castillo,flemingmatthew@example.net,"6207 Graham Islands, South Rachelside, AK 09105",Home & Garden,SKU-BGW-5935,3,465.0,1395.0,PayPal,False,Delivered
69e31ae0-7c82-48fa-8904-0d4e508d8a23,CUST-883129,2025-09-30 14:34:23,,Dr. David Brown,elizabethnewman@example.org,"659 Ramsey Roads, North Derrick, VI 37346",Electronics,SKU-BUB-7924,2,472.0,944.0,Credit Card,False,Pending
ed91ce11-3367-4a98-9c64-59a5da39ea27,CUST-415959,2026-02-27 15:06:09,,Elizabeth Obrien,fullerchristine@example.org,"21213 Nelson Mission Apt. 390, Jacksonview, MT 94955",Books,SKU-PLM-9032,8,107.84,862.72,Credit Card,False,Cancelled
717c0545-a875-4d81-a164-955f058a02f9,CUST-424275,2025-12-10 00:32:48,2025-12-22 00:32:48,Christina Carter,emayer@example.net,"57413 Todd Trail, Jenniferview, NV 45390",Toys,SKU-YXT-3822,5,489.9,2449.5,Google Pay,False,Delivered
2e9ff902-86fe-4a45-b2ec-bd7d06f6b3e9,CUST-252854,2025-07-27 01:16:26,,Alyssa Sullivan,nscott@example.net,"77693 Jones Fords Apt. 933, South Kimberly, VA 29883",Books,SKU-QQO-2987,3,407.13,1221.39,Debit Card,False,Cancelled
d1024d15-de6b-46e7-ba30-39640e2464f7,CUST-581404,2026-02-21 11:09:37,,Kevin Wood,rfriedman@example.net,"95062 Leah Lock, South Rebeccaton, WA 51750",Apparel,SKU-VNH-9502,6,355.15,2130.9,PayPal,False,Cancelled
dbe070a6-3760-40ff-8c4d-d19f49d471fc,CUST-400660,2025-07-10 04:37:25,2025-07-21 04:37:25,Faith Mueller,kenneth87@example.org,"3543 Carrie Loaf, Barnetttown, VT 59342",Electronics,SKU-LSP-2890,10,21.16,211.6,Apple Pay,True,Shipped
b41ef7dc-a54c-49d5-8325-ac8bb81dd96a,CUST-902308,2025-10-15 20:56:40,,Katherine Thompson,jenkinsjay@example.net,"01009 Brett Walk, Andrewport, NC 26507",Electronics,SKU-SPD-1624,10,480.71,4807.1,Credit Card,False,Cancelled
9426923c-b442-4f66-be11-69600f714d94,CUST-377910,2026-02-06 19:56:06,2026-02-16 19:56:06,Valerie Yang,fglenn@example.net,"516 Adrian Street, Pollardton, SC 71261",Toys,SKU-RVJ-5355,10,377.76,3777.6,Credit Card,False,Shipped
062119e0-2b4a-45df-b644-e4a2038279c0,CUST-169543,2025-05-30 09:12:20,,Chelsey Macdonald,davidzavala@example.org,"8875 Jessica Branch Suite 266, Brianmouth, FM 01140",Apparel,SKU-SWZ-7914,7,252.68,1768.76,Credit Card,False,Processing
210acdf7-4740-4219-be55-3651d2660551,CUST-575550,2025-09-05 09:01:46,,John Orozco Jr.,michelle48@example.org,"690 Christopher Run, Port Nicholas, MP 96802",Toys,SKU-AOA-2081,9,248.34,2235.06,Google Pay,False,Pending
efdd28e0-ee22-4759-bf01-4051d1fba918,CUST-669196,2025-11-15 17:13:00,2025-11-18 17:13:00,Joshua Campos,robertsloan@example.net,"USNV Johnson, FPO AA 77873",Sports,SKU-ZFO-5667,1,152.8,152.8,PayPal,True,Shipped
7f04abd4-3f7c-4efb-adaa-ad182a6b6820,CUST-878213,2025-07-08 20:05:50,,Zachary Watson,xgonzalez@example.net,"56932 Greene Bridge, Annetteshire, WY 41369",Home & Garden,SKU-IPS-2579,9,476.27,4286.43,Apple Pay,False,Pending
2cc53a3d-6eaa-46ca-8991-1ba398794df9,CUST-047123,2025-08-17 22:36:35,,Jose Wilson,brandon04@example.net,"132 Max Motorway Apt. 095, West Michaelhaven, IN 74661",Books,SKU-ZNB-7453,3,224.45,673.35,Apple Pay,False,Cancelled
634d7589-7a1f-41ba-910e-ca04eed8492c,CUST-158588,2025-06-15 13:31:29,,Melissa Garrett,heathermoreno@example.com,"1284 Matthew Pike Suite 260, New Parkerland, NV 55442",Beauty,SKU-XYX-8330,3,386.45,1159.35,Credit Card,True,Pending
981845d3-749f-4a62-b30a-8dfdeaf20b37,CUST-337263,2025-09-11 08:22:15,,Ricky Fernandez,mackenzie03@example.com,"8318 Friedman Mount Suite 741, South Joshua, MA 47312",Sports,SKU-GKV-2802,3,89.73,269.19,Google Pay,False,Pending
7b686dc4-723c-4e46-8e40-2fabe966773c,CUST-479567,2025-11-25 12:43:19,,Joseph Brooks,maureenjones@example.org,"196 Bradley Creek, East Samantha, CO 74328",Sports,SKU-SUX-4952,8,120.98,967.84,Google Pay,False,Cancelled
c6226ef0-932b-4d32-a175-720b2fbd723e,CUST-978093,2025-06-02 13:17:02,,Anna Chase,boydtammy@example.com,"175 Theresa Walk Apt. 369, West Ronaldview, VI 29762",Beauty,SKU-PMT-4696,7,268.04,1876.28,PayPal,False,Cancelled
7a7f1c9d-6787-400e-a1a8-2140bbed0f93,CUST-405355,2025-11-01 12:28:56,,Richard Ramirez,vvalenzuela@example.com,"96820 Cook Brooks Suite 090, Sueberg, MP 75208",Toys,SKU-HAX-7223,8,354.9,2839.2,PayPal,True,Pending
35983167-1135-4d87-b419-bdf3900c33df,CUST-289351,2025-09-22 11:21:46,,Julia Brown,fmorgan@example.org,"87660 Monroe Place, Bryantshire, WV 82236",Apparel,SKU-NUS-0002,10,236.66,2366.6,Apple Pay,False,Cancelled
fa0e85a8-3377-4e18-8cb6-0b6646c7be4c,CUST-430044,2025-06-09 20:44:36,,Michele Stanley,washingtonmegan@example.com,"0205 Denise Center Apt. 667, West Craigport, MN 20119",Beauty,SKU-CDK-1904,7,406.44,2845.08,Debit Card,False,Processing
70930d0d-4dbc-430a-89b0-b7b23a22f6f8,CUST-998991,2026-02-17 07:55:55,2026-02-22 07:55:55,Michael Johnson,yfreeman@example.net,"839 Owen Wall Apt. 994, East Kaylafort, VI 69390",Electronics,SKU-IWE-3956,4,195.77,783.08,PayPal,False,Delivered
8e1c8017-068f-4d26-9173-449863e5a628,CUST-923628,2026-02-19 03:22:57,,Jordan Mays,melissa19@example.com,"2715 Gardner Islands, West Jennifer, PW 88908",Home & Garden,SKU-YZH-1665,10,488.84,4888.4,Apple Pay,False,Cancelled
f129d529-3d14-460e-98a0-f3081684168f,CUST-274436,2025-07-31 14:39:14,,Chad Ellis PhD,williamsnatalie@example.com,"14919 Lee Valley Apt. 602, Murphyshire, NC 90280",Apparel,SKU-LUB-2156,1,321.61,321.61,Debit Card,False,Processing
9b633fb5-8102-466e-9ee0-a7e1d45a8633,CUST-422472,2025-09-23 23:32:56,,Brian Hernandez,gpowers@example.net,"748 Harris Trail, Robertberg, RI 81475",Beauty,SKU-DWZ-2053,9,300.82,2707.38,Google Pay,False,Processing
7871a321-783a-4b76-b3c5-4ecbd2d3b334,CUST-268244,2025-09-03 15:24:30,,Shawn Haynes,scottbell@example.org,"441 Russo Green Suite 628, Lake Williamborough, NY 76183",Sports,SKU-PJP-2483,10,347.75,3477.5,PayPal,True,Processing
31b2ac89-b2cd-4953-8fdd-a8a545c3d1b2,CUST-564954,2025-12-21 18:37:13,,Marcus Lewis,mariacolon@example.net,"7623 Robert Dam Suite 786, Mcclureborough, MI 74752",Sports,SKU-ZSG-0800,9,221.32,1991.88,Credit Card,False,Processing
cab72f13-ce3a-4639-a0b3-ae13d2723ecc,CUST-379793,2025-05-03 00:34:54,2025-05-16 00:34:54,Shawn Brown,rosswilliam@example.net,"3311 Huang Fall Suite 622, North Bethview, HI 15904",Electronics,SKU-GIM-6556,1,143.85,143.85,Credit Card,False,Shipped
e35de7ab-28d7-452b-97ca-763a1e28442f,CUST-915204,2026-01-13 23:40:20,2026-01-22 23:40:20,Elizabeth Turner,luisgriffin@example.com,"07299 Lucas Crest, Walkerfurt, KY 97840",Beauty,SKU-UVG-7508,8,124.01,992.08,Apple Pay,False,Delivered
d6409baa-aabc-4ebf-95b9-6e34723da3fa,CUST-962618,2025-07-14 15:17:41,,Darlene Smith,laura97@example.org,"9430 Williams Dale Suite 090, South Lisa, ND 12224",Beauty,SKU-XFJ-0824,4,199.47,797.88,PayPal,True,Pending
35497c5b-cb60-460b-b64d-a097d056594b,CUST-370755,2025-11-08 10:15:57,,Scott Martin,buchananisaac@example.com,"3472 Shaw Rest Apt. 271, North Louisberg, FM 54059",Home & Garden,SKU-JJO-2625,5,148.89,744.45,Debit Card,True,Cancelled
1387a18f-469c-410b-9101-49b1c3227b0f,CUST-731299,2025-10-20 04:11:36,2025-10-26 04:11:36,Amber Miller,melvingallegos@example.net,"0963 Jared Trail Suite 696, Wheelerhaven, NY 15897",Beauty,SKU-CXN-3517,1,415.28,415.28,Apple Pay,False,Delivered
0915759e-e26e-4eec-a62a-c57163b8ed9a,CUST-745175,2025-04-05 04:09:51,2025-04-17 04:09:51,Paul Rivera,marklong@example.net,"602 Daniel Land Apt. 094, North Cassandra, PW 72806",Apparel,SKU-KKB-2867,8,174.83,1398.64,PayPal,False,Shipped
73f5de81-447e-4c2c-ad4e-525af74e868e,CUST-982798,2025-04-04 06:15:31,,Brittany Flores,johnsonkenneth@example.org,"13250 Jennifer Mill Apt. 956, Andrewchester, AZ 86213",Home & Garden,SKU-BIY-5129,5,373.41,1867.05,Credit Card,False,Pending
71bca933-d80a-4aa2-8b3f-67e83537f527,CUST-420554,2025-08-20 08:47:44,,Stacy Young,hayley96@example.com,"643 Maria Port Suite 691, Franklinville, VA 98212",Apparel,SKU-LYW-9764,1,218.94,218.94,PayPal,False,Pending
75d20e5d-76a8-44f5-a683-10984fe36a4d,CUST-972710,2025-05-03 02:37:09,,Stephanie Pierce,philiprobinson@example.com,"10714 Crystal Knoll Suite 506, Meredithmouth, NY 80425",Home & Garden,SKU-DQK-0787,10,370.86,3708.6,Debit Card,True,Cancelled
c1945a46-af70-47f0-a9ef-1fdecceb9cb5,CUST-626434,2025-07-06 05:31:20,2025-07-19 05:31:20,Robert Campos,patrickbrown@example.com,"88136 Russell Point Apt. 591, Ericamouth, OK 55260",Electronics,SKU-MUX-4551,6,75.87,455.22,Debit Card,False,Delivered
d26edd89-c986-4c67-ad03-7f287147b4ca,CUST-364351,2025-07-22 08:28:33,,Theresa Carter,douglas34@example.org,"7840 Bender Alley, Harrisfort, OK 27948",Sports,SKU-BVL-1567,7,260.73,1825.11,Apple Pay,False,Cancelled
5d6f4368-d5d5-45b5-8c1e-eb4e60de85bf,CUST-544189,2025-11-09 18:39:01,,Melinda Marshall,gbeck@example.org,"92964 Diana Branch Apt. 159, Port Marytown, RI 25329",Sports,SKU-PBH-4622,2,87.37,174.74,Debit Card,False,Cancelled
b64aed19-ef2a-4a5e-8005-06c0fdaa9c18,CUST-508260,2025-10-01 15:46:53,,Brian Jackson,meganhodges@example.com,"5193 Mccullough Knoll, Corytown, NH 18361",Sports,SKU-MIU-0678,1,256.15,256.15,Google Pay,False,Processing
56209788-df96-4e2a-987b-d6f93a59e4f7,CUST-920141,2025-12-15 18:19:36,2025-12-26 18:19:36,Kenneth Mills,ivancook@example.net,"6723 Johnson Viaduct Apt. 798, Port Deborah, FM 40399",Sports,SKU-MFV-6238,3,297.64,892.92,Credit Card,False,Delivered
b4bce00c-b178-4742-afb6-2b6bc42702b4,CUST-622332,2025-08-06 06:26:16,,Emily Harris,gnavarro@example.com,"160 April Underpass, New Cassandrahaven, NC 95784",Toys,SKU-ONK-2648,8,423.93,3391.44,Apple Pay,False,Cancelled
e8cef657-6a67-4db3-b212-f8f3b425c1ef,CUST-780618,2025-06-27 00:08:27,,Hannah Weeks,rodgersmaureen@example.com,"8988 Henry Land Apt. 033, North Jesse, CO 05048",Beauty,SKU-KPX-6279,2,339.73,679.46,Google Pay,False,Cancelled
8eb56ac7-3eac-44ce-b3c1-b392c28e027a,CUST-424608,2025-05-12 04:06:15,,Courtney Jenkins MD,romerojeremy@example.org,"16390 Mark Harbors, West Christopherside, MI 46712",Electronics,SKU-OCJ-2935,1,242.09,242.09,PayPal,False,Processing
b96b34aa-b83c-4aab-8e96-76d8f0e298e8,CUST-390042,2025-09-06 07:42:49,,Eric Watkins,nicholas08@example.org,"319 Ortega Stravenue Suite 198, Michaelburgh, AL 43466",Apparel,SKU-QTH-6278,9,38.54,346.86,PayPal,False,Cancelled
1c4e5214-93da-4aa4-9021-7e321fff4594,CUST-301816,2025-03-21 18:54:24,2025-04-01 18:54:24,Shari Romero,idavis@example.net,"81537 Wilson Divide, Kellymouth, VA 54856",Home & Garden,SKU-HEM-6243,8,20.29,162.32,Apple Pay,False,Shipped
8ef61030-0d3b-48b4-8898-53d27fc935ba,CUST-675194,2025-03-14 19:17:11,,Ashley Smith MD,iwarner@example.com,"4261 William Pines Suite 647, West Jodi, IA 42794",Apparel,SKU-IOM-8013,10,359.43,3594.3,Credit Card,False,Cancelled
3d82ec22-744a-44d1-bd65-b47be4de4cae,CUST-041707,2025-03-21 08:16:21,2025-04-02 08:16:21,Karen Reyes,vincent69@example.com,"596 Dakota Lodge, Ericatown, DE 30710",Home & Garden,SKU-WRE-6296,1,381.56,381.56,Credit Card,False,Delivered
c33c7cdc-4c96-4a27-a273-5a14158dd601,CUST-543807,2025-07-29 07:04:00,,David Perry,daniel22@example.org,"4613 Anna Crest, West Brianburgh, SD 49367",Apparel,SKU-GKX-7935,4,439.49,1757.96,Credit Card,False,Processing
2f6e53e0-ba81-4f19-a62f-bbda06a03d34,CUST-831209,2025-04-22 19:37:31,,Jesse Smith,orozcoadam@example.org,"350 Megan Hollow, North Stefanie, FL 67874",Toys,SKU-NIX-6942,9,52.97,476.73,Credit Card,False,Pending
3a61f1ab-8d74-4a4d-a723-8276917cf7d5,CUST-079342,2025-09-06 20:45:43,2025-09-11 20:45:43,Kevin Jones,tonywilliams@example.net,"PSC 9271, Box 7788, APO AP 95050",Sports,SKU-OZK-3023,9,439.42,3954.78,PayPal,False,Delivered
47885758-d521-44bf-9d16-0e2b86d0b842,CUST-889236,2025-09-27 17:49:03,,Kimberly Bolton,leekristen@example.org,"4533 Haley Ferry Apt. 738, Amychester, UT 71690",Toys,SKU-KAR-0338,6,271.56,1629.36,Apple Pay,False,Cancelled
2d9c9ee4-8435-4174-85e2-cabf15eda966,CUST-621641,2025-07-12 00:44:13,2025-07-14 00:44:13,Jessica Lee,murrayholly@example.com,"3435 David Crescent Apt. 614, Sonyaview, MO 42072",Toys,SKU-JLO-4357,10,342.88,3428.8,Apple Pay,False,Shipped
25cc4285-278c-4fd2-85f1-ebf5cd4d3043,CUST-670126,2025-09-05 12:50:18,,Trevor Williams,jenniferrich@example.org,"3434 Thomas Falls Apt. 993, Evelynmouth, DC 58234",Books,SKU-EUX-1555,7,77.45,542.15,Debit Card,False,Cancelled
ba745d88-ebb1-411e-870a-ca1a50214bb7,CUST-552795,2025-07-10 08:48:59,2025-07-19 08:48:59,Kathryn Moore,alexander28@example.com,"95671 Steven Inlet Apt. 095, New Biancaville, KY 48845",Beauty,SKU-KXX-0399,9,10.55,94.95,PayPal,False,Shipped
b4dc4810-77fb-4f29-94ff-db0b3dca3188,CUST-156364,2025-09-01 12:16:38,2025-09-07 12:16:38,Tyrone Barnes,davidwhite@example.net,"08651 Erin Plain Suite 764, Griffithland, VA 69180",Apparel,SKU-CJI-7574,6,105.64,633.84,Apple Pay,False,Delivered
370ee478-538e-406c-bcb6-9617c739df64,CUST-030765,2025-11-28 16:54:54,2025-12-07 16:54:54,Tracy Kennedy,ellispamela@example.org,"38316 Jeffrey Estates, Parrishtown, VT 94826",Books,SKU-WDJ-5120,2,217.63,435.26,Credit Card,False,Delivered
ed1702ea-9f0d-4088-a127-ef4fd65a6b57,CUST-534540,2025-03-15 08:18:59,,William Reyes,mayerjacob@example.net,"PSC 2543, Box 5703, APO AP 06468",Toys,SKU-UQD-7237,9,395.47,3559.23,PayPal,False,Pending
9e31f199-e697-442d-92c9-6499161d3306,CUST-845105,2025-08-12 19:31:18,,Molly Barajas,amy55@example.org,"31169 Brian Pine Apt. 879, North Ralph, CT 91430",Electronics,SKU-NHZ-9711,3,491.78,1475.34,Debit Card,True,Pending
3c6865d9-3158-443a-bcdd-90f34421d824,CUST-324236,2025-07-01 02:40:53,,Vicki Roberts,scottchristian@example.com,"380 Jennifer Throughway, Stevenport, PW 32529",Electronics,SKU-GOD-7720,1,155.94,155.94,Google Pay,False,Cancelled
b020efb8-86e6-46e3-96ca-5bc1565ac831,CUST-758601,2025-12-23 02:01:50,,Melissa Perry,ndouglas@example.com,"8749 Victoria Crossing, North Melissachester, DC 88932",Beauty,SKU-QJY-8284,6,286.09,1716.54,Credit Card,True,Processing
345f1fdf-62ff-45e8-a5b0-76f63d4b3d7a,CUST-804841,2025-06-20 09:34:07,,Kimberly Cruz,joshua02@example.com,"0174 Samantha Shore Apt. 038, New Rodneymouth, MT 67269",Apparel,SKU-XTK-2500,8,395.83,3166.64,Apple Pay,False,Pending
a803cd33-0a99-4103-9d72-b6602b06e017,CUST-532788,2026-01-25 15:36:17,2026-01-29 15:36:17,Zachary Rose,jacksonkarina@example.org,"05497 Janice Courts, Port Brianshire, MS 93497",Books,SKU-RWG-6233,4,195.86,783.44,Credit Card,False,Delivered
a2f21584-4a97-4497-b568-3bbc16623797,CUST-252115,2025-06-06 23:45:04,,Christina Johnson,robertcherry@example.com,"966 Kimberly Roads, Lake Rebeccaberg, OR 68643",Toys,SKU-GIA-2043,10,358.03,3580.3,Apple Pay,False,Processing
29eb9f2c-cefe-477b-9396-193a2e8221da,CUST-204376,2026-01-23 14:12:50,,Mercedes Howard,qwhitaker@example.net,"27638 Martinez Hill, Benjaminville, MO 15643",Sports,SKU-NLN-2669,8,244.91,1959.28,Apple Pay,False,Cancelled
328e8902-a4ca-4a1b-a92b-0b967c7bdb41,CUST-403515,2025-12-12 03:16:49,,Nancy Kelley,sherrymontgomery@example.org,"575 Daniel Trafficway Apt. 266, East Kathleenmouth, ND 07327",Electronics,SKU-XZL-1506,6,179.64,1077.84,Credit Card,False,Processing
a764ceb3-ba1c-4a39-80c8-c0492fd4f046,CUST-345011,2025-08-21 11:25:37,2025-08-22 11:25:37,James Marshall,timothy81@example.net,"1229 Morrison Square Suite 508, Erikaberg, IA 46898",Sports,SKU-CWE-3744,10,336.62,3366.2,Credit Card,True,Delivered
e4eba8d6-d0de-41f8-a73e-d4e7ca28122f,CUST-660661,2026-01-05 09:49:38,,Wanda Johnson,wbrock@example.com,"3681 Ana Ville, East Rebeccaview, WY 44236",Beauty,SKU-VAZ-5706,1,398.69,398.69,Google Pay,False,Processing
732f7427-5bc8-424e-995a-a0ebd5fd61f5,CUST-266392,2025-09-06 20:26:44,2025-09-18 20:26:44,Tracy Carpenter,smithkenneth@example.net,"77399 White Estate Apt. 979, New Anthony, AL 33511",Books,SKU-EOO-1324,4,428.45,1713.8,Apple Pay,False,Delivered
b9adde9b-df5b-40d7-8b37-e5f1f0317c74,CUST-194720,2025-03-29 06:10:17,,Joanne Stanley,cynthia92@example.org,"3797 Becky Parkway, Port Sandra, LA 99465",Toys,SKU-CSD-2564,8,26.59,212.72,Credit Card,False,Processing
b6d5821c-d202-41c0-98dd-655580556f9e,CUST-809910,2025-04-30 01:52:37,,Hannah Drake,gail31@example.com,"22690 Scott Gateway, Danielchester, CA 97044",Toys,SKU-SOK-3563,6,42.86,257.16,Credit Card,False,Pending
a9e888cf-ad07-416d-a139-614fc306b8aa,CUST-056954,2025-11-10 20:39:53,2025-11-20 20:39:53,Jose Goodman,reesesteven@example.net,"23562 Green Landing, Nathanbury, ME 80378",Home & Garden,SKU-BTC-0135,7,453.95,3177.65,PayPal,False,Delivered
be9b51c4-9f95-40c5-870d-d269fefb5915,CUST-542705,2025-07-24 16:49:30,,Ryan Parker,elizabeth77@example.net,"90199 Cook Estates, Nathanview, MP 55923",Apparel,SKU-ZVX-8402,8,391.34,3130.72,Google Pay,False,Cancelled
1ace0cfb-ee3c-42a4-8612-ca644b367d55,CUST-805891,2025-11-03 23:19:15,2025-11-07 23:19:15,Jennifer Rose,tiffanydaniels@example.com,"962 April Ferry Suite 445, South Rebecca, AZ 68965",Toys,SKU-ZCM-3935,10,21.81,218.1,Credit Card,True,Delivered
0ee3da1f-7a00-4515-ba83-cac44de032e0,CUST-050489,2025-10-23 01:02:16,,Michael Shields,amberfitzgerald@example.com,"66408 Barr Keys Suite 481, East Michael, OK 98839",Sports,SKU-JIT-1199,7,370.05,2590.35,PayPal,False,Processing
7ac9678e-d3fb-46a8-9368-298840ce4914,CUST-559377,2025-09-10 16:47:09,,Phyllis Jackson,david73@example.net,"88060 Morgan Knolls Apt. 291, East Denisestad, LA 04532",Apparel,SKU-HNK-1095,1,449.29,449.29,Credit Card,False,Cancelled
e9771c93-4cb3-4915-982f-e2aa3572042a,CUST-787089,2025-05-03 11:52:40,,Madison Moore,nbradley@example.org,"Unit 9635 Box 4994, DPO AP 98123",Books,SKU-JKC-1274,10,290.0,2900.0,Apple Pay,False,Cancelled
771c996b-bf1a-406f-9e65-3f894daad2e9,CUST-900174,2025-04-27 17:28:37,,Rachael Barber,melindamason@example.net,"PSC 6137, Box 7726, APO AE 95100",Apparel,SKU-YHC-5381,9,222.24,2000.16,PayPal,False,Cancelled
